temperature,24,20.02.2022 19:10:25
temperature,28,20.02.2022 19:10:25
temperature,24,20.02.2022 19:10:26
temperature,48,20.02.2022 19:10:26
temperature,46,20.02.2022 19:10:26
temperature,23,20.02.2022 19:10:26
temperature,35,20.02.2022 19:10:26
temperature,46,20.02.2022 19:10:26
temperature,30,20.02.2022 19:10:26
temperature,20,20.02.2022 19:10:26
temperature,27,20.02.2022 19:10:26
temperature,46,20.02.2022 19:10:26
temperature,20,20.02.2022 19:10:26
temperature,49,20.02.2022 19:10:26
temperature,35,20.02.2022 19:10:26
temperature,32,20.02.2022 19:10:26
temperature,35,20.02.2022 19:10:26
temperature,47,20.02.2022 19:10:26
temperature,34,20.02.2022 19:10:26
temperature,46,20.02.2022 19:10:26
temperature,27,20.02.2022 19:10:26
temperature,27,20.02.2022 19:10:26
temperature,49,20.02.2022 19:10:26
temperature,31,20.02.2022 19:10:26
temperature,34,20.02.2022 19:10:26
temperature,21,20.02.2022 19:10:26
temperature,38,20.02.2022 19:10:26
temperature,29,20.02.2022 19:10:26
temperature,21,20.02.2022 19:10:26
temperature,44,20.02.2022 19:10:26
temperature,26,20.02.2022 19:10:26
temperature,24,20.02.2022 19:10:26
temperature,42,20.02.2022 19:10:26
temperature,27,20.02.2022 19:10:26
temperature,27,20.02.2022 19:10:26
temperature,31,20.02.2022 19:10:26
temperature,20,20.02.2022 19:10:26
temperature,41,20.02.2022 19:10:26
temperature,29,20.02.2022 19:10:26
temperature,24,20.02.2022 19:10:26
temperature,31,20.02.2022 19:10:26
temperature,30,20.02.2022 19:10:26
temperature,32,20.02.2022 19:10:26
temperature,30,20.02.2022 19:10:26
temperature,22,20.02.2022 19:10:26
temperature,23,20.02.2022 19:10:26
temperature,44,20.02.2022 19:10:26
temperature,35,20.02.2022 19:10:26
temperature,28,20.02.2022 19:10:26
temperature,38,20.02.2022 19:10:26
temperature,34,20.02.2022 19:10:26
temperature,34,20.02.2022 19:10:26
temperature,29,20.02.2022 19:10:26
temperature,23,20.02.2022 19:10:26
temperature,28,20.02.2022 19:10:26
temperature,38,20.02.2022 19:10:26
temperature,21,20.02.2022 19:10:26
temperature,34,20.02.2022 19:10:26
temperature,26,20.02.2022 19:10:26
temperature,37,20.02.2022 19:10:26
temperature,27,20.02.2022 19:10:26
temperature,48,20.02.2022 19:10:26
temperature,36,20.02.2022 19:10:26
temperature,27,20.02.2022 19:10:26
temperature,35,20.02.2022 19:10:26
temperature,45,20.02.2022 19:10:26
temperature,45,20.02.2022 19:10:26
temperature,35,20.02.2022 19:10:26
temperature,34,20.02.2022 19:10:26
temperature,45,20.02.2022 19:10:26
temperature,23,20.02.2022 19:10:26
temperature,35,20.02.2022 19:10:26
temperature,28,20.02.2022 19:10:26
temperature,21,20.02.2022 19:10:26
temperature,26,20.02.2022 19:10:26
temperature,38,20.02.2022 19:10:27
temperature,35,20.02.2022 19:10:27
temperature,31,20.02.2022 19:10:27
temperature,20,20.02.2022 19:10:27
temperature,22,20.02.2022 19:10:27
temperature,48,20.02.2022 19:10:27
temperature,44,20.02.2022 19:10:27
temperature,43,20.02.2022 19:10:27
temperature,25,20.02.2022 19:10:27
temperature,21,20.02.2022 19:10:27
temperature,33,20.02.2022 19:10:27
temperature,36,20.02.2022 19:10:27
temperature,30,20.02.2022 19:10:27
temperature,39,20.02.2022 19:10:27
temperature,30,20.02.2022 19:10:27
temperature,21,20.02.2022 19:10:27
temperature,27,20.02.2022 19:10:27
temperature,27,20.02.2022 19:10:27
temperature,34,20.02.2022 19:10:27
temperature,39,20.02.2022 19:10:27
temperature,25,20.02.2022 19:10:27
temperature,35,20.02.2022 19:10:27
temperature,46,20.02.2022 19:10:27
temperature,36,20.02.2022 19:10:27
temperature,48,20.02.2022 19:10:27
temperature,49,20.02.2022 19:10:27
temperature,20,20.02.2022 19:10:27
temperature,42,20.02.2022 19:10:27
temperature,24,20.02.2022 19:10:27
temperature,26,20.02.2022 19:10:27
temperature,41,20.02.2022 19:10:27
temperature,47,20.02.2022 19:10:27
temperature,20,20.02.2022 19:10:27
temperature,38,20.02.2022 19:10:27
temperature,32,20.02.2022 19:10:27
temperature,44,20.02.2022 19:10:27
temperature,31,20.02.2022 19:10:27
temperature,25,20.02.2022 19:10:27
temperature,45,20.02.2022 19:10:27
temperature,30,20.02.2022 19:10:27
temperature,24,20.02.2022 19:10:27
temperature,46,20.02.2022 19:10:27
temperature,23,20.02.2022 19:10:27
temperature,44,20.02.2022 19:35:05
temperature,36,20.02.2022 19:35:06
temperature,47,20.02.2022 19:35:06
temperature,44,20.02.2022 19:35:06
temperature,35,20.02.2022 19:35:06
temperature,36,20.02.2022 19:35:06
temperature,29,20.02.2022 19:35:06
temperature,26,20.02.2022 19:35:06
temperature,47,20.02.2022 19:35:06
temperature,41,20.02.2022 19:35:06
temperature,39,20.02.2022 19:35:06
temperature,34,20.02.2022 19:35:06
temperature,38,20.02.2022 19:35:06
temperature,48,20.02.2022 19:35:06
temperature,33,20.02.2022 19:35:06
temperature,31,20.02.2022 19:35:06
temperature,36,20.02.2022 19:35:06
temperature,45,20.02.2022 19:35:06
